"","Post","Average_Severity"
"6154"," if ur friends set u up on a blinddate and it turned out u were on the blind date show and u slept with them n got a std what wud ur reaction be for ur friendbra lmao ahh id be pissed and id make her pay for my medicals lmao",0
"6155"," if ur in a game show amp u can win an unbelievable amount of  amp ur options are u can walk on a tight rope without being trained amp knowing that u can actually die or u can go in a frozen chamber for  days until some decides maybe if they want  theyaposllbra i take the tight rope i hate being cold",0
"6156"," if vegas was the destination for a weekend  what would you do therebra shop eat and sleep lol",0
"6157"," if while u were sleeping u woke up n felt someone rubbing ur feetthen they moved up beside u and started breathing really heavythey were sitting beside ur bedwhat wud u do what u think please explainbra id say where the hell have you been and what time is it hehe my boyfirend trying to sneak in the bed room again thinking im sleeping hehe",0
"6158"," if you are a man  and a woman asks you for a date  do you feel you should pay  or that the woman should paybra well as a gentalmen u offer to pay it lol",0
"6159"," if you can put any crazy law in to affect  what would u make happenbra pink and purple day err day lmao",0
"6160"," if you could be anyone living or dead for a week  who would you want to be you have to name someone other than yourselfbra mother mary",0
"6161"," if you could do anything what would it bebra i would travel but you already knew that dd",0
"6162"," if you could go only to one restaurant for the next five years  which would it bebra dennys",0
"6163"," if you could have a super power out of these  fly faster then a speeding bullet or super strength which one would it bebra fly id be there in less than a min im good like that",0
"6164"," if you could have anything in the world what would it be  anythingbra im pretty happy with what i have cant get greedy you know",0
"6165"," if you could live anywhere other than australia  new zealand or dubai where would you livebra singapore",0
"6166"," if you could make one material that never existed before what would it bebra lol let me think about this one long and hard",0
"6167"," if you could only listen to one song for the next month  which would it bebra making good love by avant",0
"6168"," if you could retire tomorrow what would you dobra come see you go to frisko see trebs push him down the hill laugh at him feeel sorry for him go see gus in de make him drive through the mac donalds drive through again and make him apologise for his passengers then we off to dubai baby dd",0
"6169"," if you could start up your own club what would it be ofbra car crew",0
"6170"," if you could utake backu your virginity from your first partner  would yourbra yes i would",0
"6171"," if you died tomorrow  do you think i would carebra well i really wouldnt care if you cared or not cause id be dead lmao",0
"6172"," if you fell three stories and you landed on your knees but your legs are cut off what would you do nextbra nothing get up and walk lol",0
"6173"," if you found a  what would you dobra give it to you and tell you to hand it in lol",0
"6174"," if you found that dollar i lost would you buy a piece of candy with it or just put it in your pocketbra id pocket it lol",0
"6175"," if you had  hours to live where would you go what would you dobra id go on the biggest binge ever and the last  hrs i would spend with my mum n dad",0
"6176"," if you had a billion dollars  what would you do with itrbra fly you to mer open my businessr buy a house and travel",0
"6177"," if you had super powers what would they bebra manipulation and be able to read minds d",0
"6178"," if you had to change bodies with a dude or woman  what dude would it bebra shemarmoore sexxii chiki alba",0
"6179"," if you lived by the ocean  how often would u go to the beachbra err other weekend",0
"6180"," if you met me on the street or in a super market would you recognize mebra yes i would just wouldnt know your name good with faces",0
"6181"," if you spam people  and youaposre following me please unfollow me  i will still continue to spam youbra lol i dont spam well havent really last few days",0
"6182"," if you want kids how many whybra  have  of my own and adopt one",0
"6183"," if you want me to stop spamming you let me know in my inbox so i can unfollow you as well other then that iaposll finish spamming everyone later ok byebra nope dont stop keep em coming d",0
"6184"," if you were a boy do you think you would be attractive and have any kind of swagbra id be a sexxii cali swag kinda guy lol",0
"6185"," if you were a boy what would you want your name to bebra xavier cause its not so common here unlike mike james so on",0
"6186"," if you were a power ranger what color would you bebra red cause hes the strongest lol",0
"6187"," if you were an animal what kind would you bebra tiger wait no dolphin",0
"6188"," if you were given  hours of community service what would it be forbra gardening o does that count lol",0
"6189"," if you were given a chance to change up your style which clothingshoejewlery brands would you rockbra dereon tacori nina electra nike adidas converse levis bonds to many cant think lol",0
"6190"," if you were given one day to do absolutely anything you wanted  with absolutely no restrictions at all  what would you do  bra make out with dan carter in fiji lol",0
"6191"," if you were in los angeles  what would you do herebra eat sleep and shop d",0
"6192"," if you were on mtv cribs and u got to the master bedroom would u say this is where the magic happens lolbra lmao aint that funny they all say it id only say it if magic was happening which i sure there would be lmao",0
"6193"," if you wrote a journal entry about our last date  what would it sayrbra saturday the th june r shay had a badass moment r will then came along and ruind it with xbox smack lmao the rest is history",0
"6194"," if youaposre at a restaurant  do u usually pick up the chequebra if we out with friends we take turns",0
"6195"," if your favorite tv show was cancelled would you try to get it back on the air amp if so how would you do itbra lol no id be happy cause then i would be doing something else at that time and slowly stop watching tv altogether lol",0
"6196"," if your friend hits you are you really friends amp i know this is a stupid question but i had to ask anyway lolbra lol mucking round is cool serius then u got issues",0
"6197"," if your homeless and all you have to eat is your foot do you share with your friend bob or let him starve like an ass that you arebra hes got  feet why cant he eat his own lmao",0
"6198"," if your house was burning right now what would u grab kids are safe alreadybra my laptop so i can yell at you for jinxing me lmao",0
"6199"," ignorant is bliss for meno fbbra sigh",0
"6200"," ill tell unot here thoughbra ok im coming just let me do this kk",0
"6201"," im a stalkerlolbra lmao i know u are i told u thatjust dont go all psyco on me and well be good lol and watch from a distance lol",0
"6202"," im a stalkerbra i know your a stalker cause u have anon on dd",0
"6203"," im bored right now waiting for him bra waiting for whom macasero",0
"6204"," im buzzedbra  again without me",0
"6205"," im done spammin tnite thanx for ur answers please dont forget to leave me some aposs i will answer tomoro thank ubra awww sorry its taken me alday to get here but ill try my best to send you some til then night  aww and thanks for the  spamledge questions lol",0
"6206"," im going out for dinner see ubra can i come  anywhere is better than here ",0
"6207"," im gonna stalk u so hardtill it hurtsrbra lol ok do what u gota do lol",1
"6208"," im guna go to bed now nite pls send me some stuff thanxbra nite nite but that was last night sorry im slow at this",0
"6209"," im happy when i  bra im happy when my peeps are happy",0
